id,hour,max,min,days,loanamount,intrate,fundedamount,remaining,count,subgrade
126559921,03,2018-01-08,2018-01-06,2,35000,9.93,5175,29825,3,B2
126559921,08,2018-01-08,2018-01-06,2,35000,9.93,2925,32075,4,B2
126559921,09,2018-01-08,2018-01-05,3,35000,9.93,4525,30475,23,B2
126559921,10,2018-01-08,2018-01-07,1,35000,9.93,4550,30450,2,B2
126559921,11,2018-01-08,2018-01-05,3,35000,9.93,4600,30400,7,B2
126559921,12,2018-01-08,2018-01-07,1,35000,9.93,4675,30325,3,B2
126559921,05,2018-01-07,2018-01-05,2,35000,9.93,13325,21675,7,B2
126559921,07,2018-01-07,2018-01-07,0,35000,9.93,2575,32425,1,B2
126559921,04,2018-01-06,2018-01-06,0,35000,9.93,1800,33200,1,B2
126559921,06,2018-01-06,2018-01-05,1,35000,9.93,2325,32675,2,B2
126560174,05,2018-01-05,2018-01-03,2,15600,11.99,6050,9550,15,B5
126560174,06,2018-01-05,2018-01-05,0,15600,11.99,6125,9475,3,B5
126560174,09,2018-01-05,2018-01-03,2,15600,11.99,6150,9450,2,B5
126560174,10,2018-01-05,2018-01-05,0,15600,11.99,6200,9400,1,B5
126560174,11,2018-01-05,2018-01-05,0,15600,11.99,6225,9375,1,B5
126560174,01,2018-01-04,2018-01-04,0,15600,11.99,4050,11550,4,B5
126560174,03,2018-01-04,2018-01-04,0,15600,11.99,3025,12575,1,B5
126560174,12,2018-01-04,2018-01-04,0,15600,11.99,2975,12625,1,B5
126560174,08,2018-01-03,2018-01-03,0,15600,11.99,2825,12775,1,B5
126560316,01,2018-01-04,2018-01-03,1,10000,12.62,8450,1550,13,C1
126560316,03,2018-01-04,2018-01-03,1,10000,12.62,7200,2800,3,C1
126560316,08,2018-01-04,2018-01-03,1,10000,12.62,7025,2975,5,C1
126560316,12,2018-01-04,2018-01-04,0,10000,12.62,7050,2950,1,C1
126560316,04,2018-01-03,2018-01-03,0,10000,12.62,6475,3525,1,C1
126560316,05,2018-01-03,2018-01-03,0,10000,12.62,6600,3400,5,C1
126560316,06,2018-01-03,2018-01-03,0,10000,12.62,6750,3250,3,C1
126560316,07,2018-01-03,2018-01-03,0,10000,12.62,6775,3225,1,C1
126560316,09,2018-01-03,2018-01-03,0,10000,12.62,6900,3100,1,C1
126560502,04,2018-01-05,2018-01-05,0,17600,16.02,3325,14275,1,C5
126560502,05,2018-01-05,2018-01-05,0,17600,16.02,4075,13525,3,C5
126560502,06,2018-01-05,2018-01-05,0,17600,16.02,4125,13475,1,C5
126560502,09,2018-01-05,2018-01-05,0,17600,16.02,4150,13450,1,C5
126560502,11,2018-01-05,2018-01-05,0,17600,16.02,4200,13400,1,C5
126560502,01,2018-01-04,2018-01-04,0,17600,16.02,1450,16150,3,C5
126560504,05,2018-01-05,2018-01-03,2,10000,14.08,6600,3400,18,C3
126560504,06,2018-01-05,2018-01-03,2,10000,14.08,6625,3375,2,C3
126560504,09,2018-01-05,2018-01-03,2,10000,14.08,6700,3300,4,C3
126560504,10,2018-01-05,2018-01-05,0,10000,14.08,6750,3250,1,C3
126560504,11,2018-01-05,2018-01-05,0,10000,14.08,6775,3225,1,C3
126560504,01,2018-01-04,2018-01-04,0,10000,14.08,4875,5125,3,C3
126560504,12,2018-01-04,2018-01-04,0,10000,14.08,3625,6375,1,C3
126560504,07,2018-01-03,2018-01-03,0,10000,14.08,1725,8275,1,C3
126560504,08,2018-01-03,2018-01-03,0,10000,14.08,1875,8125,5,C3
126560713,05,2018-01-05,2018-01-05,0,18000,11.99,3250,14750,3,B5
126560713,06,2018-01-05,2018-01-05,0,18000,11.99,3275,14725,1,B5
126560713,09,2018-01-05,2018-01-05,0,18000,11.99,3300,14700,1,B5
126560713,11,2018-01-05,2018-01-05,0,18000,11.99,3350,14650,1,B5
126560714,05,2018-01-05,2018-01-03,2,15000,5.32,6725,8275,12,A1
126560714,06,2018-01-05,2018-01-03,2,15000,5.32,6825,8175,4,A1
126560714,08,2018-01-05,2018-01-03,2,15000,5.32,6875,8125,3,A1
126560714,09,2018-01-05,2018-01-03,2,15000,5.32,7025,7975,3,A1
126560714,11,2018-01-05,2018-01-05,0,15000,5.32,7050,7950,1,A1
126560714,01,2018-01-04,2018-01-04,0,15000,5.32,4275,10725,9,A1
126560714,03,2018-01-04,2018-01-04,0,15000,5.32,3325,11675,1,A1
126560714,12,2018-01-04,2018-01-04,0,15000,5.32,3125,11875,3,A1
126560714,07,2018-01-03,2018-01-03,0,15000,5.32,2850,12150,1,A1
126560890,05,2018-01-05,2018-01-05,0,12800,10.42,4050,8750,3,B3
126560890,06,2018-01-05,2018-01-05,0,12800,10.42,4100,8700,2,B3
126560890,09,2018-01-05,2018-01-05,0,12800,10.42,4150,8650,1,B3
126560890,11,2018-01-05,2018-01-05,0,12800,10.42,4200,8600,1,B3
126560890,01,2018-01-04,2018-01-04,0,12800,10.42,1950,10850,5,B3
126561079,04,2018-01-05,2018-01-03,2,20000,9.44,14075,5925,9,B1
126561079,05,2018-01-05,2018-01-03,2,20000,9.44,14325,5675,13,B1
126561079,06,2018-01-05,2018-01-03,2,20000,9.44,14400,5600,4,B1
126561079,07,2018-01-05,2018-01-03,2,20000,9.44,14450,5550,5,B1
126561079,08,2018-01-05,2018-01-03,2,20000,9.44,14550,5450,2,B1
126561079,09,2018-01-05,2018-01-03,2,20000,9.44,14575,5425,4,B1
126561079,10,2018-01-05,2018-01-05,0,20000,9.44,14650,5350,1,B1
126561079,11,2018-01-05,2018-01-05,0,20000,9.44,14800,5200,5,B1
126561079,01,2018-01-04,2018-01-03,1,20000,9.44,9100,10900,20,B1
126561079,03,2018-01-04,2018-01-03,1,20000,9.44,6525,13475,7,B1
126561079,12,2018-01-04,2018-01-04,0,20000,9.44,6300,13700,3,B1
126561424,01,2018-01-03,2018-01-03,0,3000,19.03,2000,1000,7,D3
126561483,03,2018-01-06,2018-01-04,2,13000,21.45,12275,725,2,D5
126561483,04,2018-01-06,2018-01-05,1,13000,21.45,12300,700,2,D5
126561483,05,2018-01-05,2018-01-03,2,13000,21.45,9800,3200,29,D5
126561483,09,2018-01-05,2018-01-03,2,13000,21.45,9900,3100,4,D5
126561483,10,2018-01-05,2018-01-05,0,13000,21.45,9950,3050,1,D5
126561483,11,2018-01-05,2018-01-05,0,13000,21.45,9925,3075,1,D5
126561483,01,2018-01-04,2018-01-04,0,13000,21.45,6675,6325,17,D5
126561483,12,2018-01-04,2018-01-04,0,13000,21.45,4000,9000,2,D5
126561483,06,2018-01-03,2018-01-03,0,13000,21.45,3525,9475,6,D5
126561483,07,2018-01-03,2018-01-03,0,13000,21.45,3575,9425,2,D5
126561483,08,2018-01-03,2018-01-03,0,13000,21.45,3700,9300,5,D5
126561655,01,2018-01-04,2018-01-03,1,6000,16.02,5175,825,11,C5
126561655,03,2018-01-04,2018-01-03,1,6000,16.02,5225,775,9,C5
126561655,12,2018-01-04,2018-01-04,0,6000,16.02,5100,900,1,C5
126561655,04,2018-01-03,2018-01-03,0,6000,16.02,4100,1900,2,C5
126561655,05,2018-01-03,2018-01-03,0,6000,16.02,4300,1700,7,C5
126561655,06,2018-01-03,2018-01-03,0,6000,16.02,4650,1350,6,C5
126561655,08,2018-01-03,2018-01-03,0,6000,16.02,4800,1200,6,C5
126561655,09,2018-01-03,2018-01-03,0,6000,16.02,4875,1125,1,C5
126561834,01,2018-01-04,2018-01-04,0,10000,12.62,7800,2200,4,C1
126561834,03,2018-01-04,2018-01-04,0,10000,12.62,6625,3375,1,C1
126561834,05,2018-01-04,2018-01-03,1,10000,12.62,7350,2650,18,C1
126561834,12,2018-01-04,2018-01-04,0,10000,12.62,6525,3475,2,C1
126561834,06,2018-01-03,2018-01-03,0,10000,12.62,6075,3925,3,C1
126561834,07,2018-01-03,2018-01-03,0,10000,12.62,6125,3875,2,C1
126561834,08,2018-01-03,2018-01-03,0,10000,12.62,6275,3725,3,C1
126561834,09,2018-01-03,2018-01-03,0,10000,12.62,6300,3700,1,C1
126561969,04,2018-01-05,2018-01-05,0,40000,10.91,6525,33475,1,B4
126561969,05,2018-01-05,2018-01-03,2,40000,10.91,9725,30275,19,B4
126561969,06,2018-01-05,2018-01-05,0,40000,10.91,7350,32650,1,B4
126561969,07,2018-01-05,2018-01-05,0,40000,10.91,7375,32625,1,B4
126561969,08,2018-01-05,2018-01-03,2,40000,10.91,7400,32600,3,B4
126561969,09,2018-01-05,2018-01-03,2,40000,10.91,7425,32575,2,B4
126561969,11,2018-01-05,2018-01-05,0,40000,10.91,7500,32500,1,B4
126561969,01,2018-01-04,2018-01-04,0,40000,10.91,4800,35200,6,B4
126561969,03,2018-01-04,2018-01-04,0,40000,10.91,3875,36125,1,B4
126561969,12,2018-01-04,2018-01-04,0,40000,10.91,3675,36325,1,B4
126562099,04,2018-01-05,2018-01-05,0,13600,10.91,11950,1650,7,B4
126562099,05,2018-01-05,2018-01-03,2,13600,10.91,12200,1400,23,B4
126562099,06,2018-01-05,2018-01-03,2,13600,10.91,12250,1350,4,B4
126562099,07,2018-01-05,2018-01-03,2,13600,10.91,12625,975,9,B4
126562099,08,2018-01-05,2018-01-03,2,13600,10.91,13025,575,5,B4
126562099,09,2018-01-05,2018-01-03,2,13600,10.91,13050,550,3,B4
126562099,10,2018-01-05,2018-01-05,0,13600,10.91,13275,325,4,B4
126562099,11,2018-01-05,2018-01-05,0,13600,10.91,13375,225,4,B4
126562099,01,2018-01-04,2018-01-04,0,13600,10.91,6825,6775,12,B4
126562099,02,2018-01-04,2018-01-04,0,13600,10.91,4925,8675,2,B4
126562099,03,2018-01-04,2018-01-04,0,13600,10.91,4950,8650,1,B4
126562099,12,2018-01-04,2018-01-04,0,13600,10.91,4525,9075,2,B4
126562112,12,2018-01-04,2018-01-04,0,3600,16.02,3575,25,1,C5
126562112,09,2018-01-03,2018-01-03,0,3600,16.02,2675,925,10,C5
126562958,01,2018-01-04,2018-01-04,0,4000,10.91,3850,150,7,B4
126562958,02,2018-01-04,2018-01-04,0,4000,10.91,3950,50,3,B4
126562958,03,2018-01-04,2018-01-04,0,4000,10.91,3975,25,1,B4
126562958,12,2018-01-04,2018-01-04,0,4000,10.91,3625,375,4,B4
126562958,05,2018-01-03,2018-01-03,0,4000,10.91,2350,1650,27,B4
126562958,06,2018-01-03,2018-01-03,0,4000,10.91,2575,1425,6,B4
126562958,08,2018-01-03,2018-01-03,0,4000,10.91,2925,1075,11,B4
126562958,09,2018-01-03,2018-01-03,0,4000,10.91,2950,1050,1,B4
126563086,04,2018-01-05,2018-01-05,0,20000,9.44,19925,75,4,B1
126563086,01,2018-01-04,2018-01-04,0,20000,9.44,11175,8825,6,B1
126563235,01,2018-01-04,2018-01-03,1,7000,17.09,6350,650,32,D1
126563235,03,2018-01-04,2018-01-03,1,7000,17.09,6475,525,10,D1
126563235,12,2018-01-04,2018-01-04,0,7000,17.09,6150,850,2,D1
126563235,04,2018-01-03,2018-01-03,0,7000,17.09,5225,1775,4,D1
126563235,05,2018-01-03,2018-01-03,0,7000,17.09,5425,1575,8,D1
126563235,06,2018-01-03,2018-01-03,0,7000,17.09,5575,1425,3,D1
126563235,07,2018-01-03,2018-01-03,0,7000,17.09,5725,1275,2,D1
126563235,08,2018-01-03,2018-01-03,0,7000,17.09,5825,1175,4,D1
126563235,09,2018-01-03,2018-01-03,0,7000,17.09,5950,1050,2,D1
126563324,01,2018-01-04,2018-01-04,0,5000,13.59,3475,1525,1,C2
126563324,02,2018-01-04,2018-01-04,0,5000,13.59,3500,1500,1,C2
126563324,03,2018-01-04,2018-01-04,0,5000,13.59,3525,1475,1,C2
126563324,12,2018-01-04,2018-01-04,0,5000,13.59,3425,1575,2,C2
126563324,09,2018-01-03,2018-01-03,0,5000,13.59,3125,1875,10,C2
126563575,04,2018-01-05,2018-01-05,0,30000,10.91,13125,16875,2,B4
126563575,05,2018-01-05,2018-01-05,0,30000,10.91,13925,16075,4,B4
126563575,06,2018-01-05,2018-01-05,0,30000,10.91,13975,16025,2,B4
126563575,07,2018-01-05,2018-01-05,0,30000,10.91,14000,16000,1,B4
126563575,08,2018-01-05,2018-01-05,0,30000,10.91,14025,15975,1,B4
126563575,09,2018-01-05,2018-01-05,0,30000,10.91,14050,15950,1,B4
126563575,11,2018-01-05,2018-01-05,0,30000,10.91,14150,15850,2,B4
126563689,01,2018-01-04,2018-01-04,0,18000,16.02,3775,14225,9,C5
126563689,03,2018-01-04,2018-01-04,0,18000,16.02,2325,15675,1,C5
126563689,12,2018-01-04,2018-01-04,0,18000,16.02,2100,15900,2,C5
126563689,09,2018-01-03,2018-01-03,0,18000,16.02,5025,12975,6,C5
126563788,04,2018-01-05,2018-01-05,0,18000,9.44,6350,11650,2,B1
126563788,05,2018-01-05,2018-01-03,2,18000,9.44,7075,10925,15,B1
126563788,06,2018-01-05,2018-01-03,2,18000,9.44,7100,10900,3,B1
126563788,09,2018-01-05,2018-01-03,2,18000,9.44,7125,10875,2,B1
126563788,11,2018-01-05,2018-01-05,0,18000,9.44,7200,10800,1,B1
126563788,01,2018-01-04,2018-01-04,0,18000,9.44,3950,14050,2,B1
126563788,03,2018-01-04,2018-01-04,0,18000,9.44,2900,15100,1,B1
126563788,12,2018-01-04,2018-01-04,0,18000,9.44,2850,15150,1,B1
126563788,08,2018-01-03,2018-01-03,0,18000,9.44,2675,15325,1,B1
126564014,01,2018-01-04,2018-01-04,0,18500,15.05,12975,5525,7,C4
126564014,03,2018-01-04,2018-01-04,0,18500,15.05,11575,6925,1,C4
126564014,12,2018-01-04,2018-01-04,0,18500,15.05,11400,7100,2,C4
126564014,05,2018-01-03,2018-01-03,0,18500,15.05,13400,5100,21,C4
126564014,06,2018-01-03,2018-01-03,0,18500,15.05,9350,9150,2,C4
126564014,08,2018-01-03,2018-01-03,0,18500,15.05,9375,9125,1,C4
126564014,09,2018-01-03,2018-01-03,0,18500,15.05,9575,8925,8,C4
126564582,01,2018-01-08,2018-01-08,0,7000,19.03,6625,375,27,D3
126564582,02,2018-01-08,2018-01-08,0,7000,19.03,6825,175,8,D3
126564582,03,2018-01-08,2018-01-08,0,7000,19.03,6900,100,3,D3
126565673,07,2018-01-08,2018-01-03,5,21000,19.03,9700,11300,4,D3
126565673,08,2018-01-08,2018-01-03,5,21000,19.03,9800,11200,5,D3
126565673,09,2018-01-08,2018-01-03,5,21000,19.03,20925,75,58,D3
126565673,11,2018-01-08,2018-01-05,3,21000,19.03,9600,11400,5,D3
126565673,01,2018-01-07,2018-01-04,3,21000,19.03,9300,11700,21,D3
126565673,05,2018-01-07,2018-01-03,4,21000,19.03,9400,11600,29,D3
126565673,04,2018-01-06,2018-01-06,0,21000,19.03,6800,14200,1,D3
126565673,06,2018-01-06,2018-01-03,3,21000,19.03,8800,12200,4,D3
126565673,12,2018-01-06,2018-01-06,0,21000,19.03,7275,13725,1,D3
126565673,10,2018-01-05,2018-01-05,0,21000,19.03,4975,16025,1,D3
126565673,03,2018-01-04,2018-01-04,0,21000,19.03,2600,18400,1,D3
126565680,05,2018-01-03,2018-01-03,0,3800,10.91,3775,25,26,B4
126565729,05,2018-01-03,2018-01-03,0,20000,12.62,10425,9575,42,C1
126565729,06,2018-01-03,2018-01-03,0,20000,12.62,9950,10050,8,C1
126565729,07,2018-01-03,2018-01-03,0,20000,12.62,15275,4725,9,C1
126565729,08,2018-01-03,2018-01-03,0,20000,12.62,15750,4250,12,C1
126565729,09,2018-01-03,2018-01-03,0,20000,12.62,16025,3975,10,C1
126565860,05,2018-01-03,2018-01-03,0,25000,24.85,23250,1750,77,E3
126565937,01,2018-01-08,2018-01-04,4,13000,14.08,10800,2200,15,C3
126565937,06,2018-01-08,2018-01-05,3,13000,14.08,10825,2175,3,C3
126565937,07,2018-01-08,2018-01-06,2,13000,14.08,10875,2125,7,C3
126565937,08,2018-01-08,2018-01-07,1,13000,14.08,10975,2025,8,C3
126565937,09,2018-01-08,2018-01-06,2,13000,14.08,12450,550,26,C3
126565937,11,2018-01-08,2018-01-05,3,13000,14.08,10775,2225,6,C3
126565937,02,2018-01-07,2018-01-07,0,13000,14.08,10150,2850,1,C3
126565937,03,2018-01-07,2018-01-06,1,13000,14.08,10175,2825,2,C3
126565937,04,2018-01-07,2018-01-05,2,13000,14.08,10225,2775,6,C3
126565937,05,2018-01-07,2018-01-05,2,13000,14.08,10350,2650,13,C3
126565937,10,2018-01-07,2018-01-06,1,13000,14.08,10675,2325,5,C3
126565937,12,2018-01-07,2018-01-06,1,13000,14.08,10050,2950,2,C3
126565959,05,2018-01-05,2018-01-05,0,22000,7.97,4950,17050,5,A5
126565959,06,2018-01-05,2018-01-05,0,22000,7.97,4975,17025,1,A5
126565959,08,2018-01-05,2018-01-05,0,22000,7.97,5025,16975,2,A5
126565959,09,2018-01-05,2018-01-05,0,22000,7.97,5150,16850,2,A5
126565959,10,2018-01-05,2018-01-05,0,22000,7.97,5175,16825,1,A5
126565959,11,2018-01-05,2018-01-05,0,22000,7.97,5200,16800,1,A5
126565992,01,2018-01-04,2018-01-04,0,6000,9.44,3875,2125,3,B1
126565992,03,2018-01-04,2018-01-04,0,6000,9.44,2600,3400,1,B1
126565992,12,2018-01-04,2018-01-04,0,6000,9.44,2550,3450,2,B1
126565992,05,2018-01-03,2018-01-03,0,6000,9.44,2375,3625,12,B1
126565992,08,2018-01-03,2018-01-03,0,6000,9.44,2400,3600,1,B1
126565992,09,2018-01-03,2018-01-03,0,6000,9.44,2425,3575,1,B1
126565996,04,2018-01-05,2018-01-05,0,10000,21.45,9000,1000,1,D5
126565996,05,2018-01-05,2018-01-03,2,10000,21.45,9075,925,34,D5
126565996,06,2018-01-05,2018-01-05,0,10000,21.45,9100,900,1,D5
126565996,07,2018-01-05,2018-01-03,2,10000,21.45,9125,875,2,D5
126565996,08,2018-01-05,2018-01-03,2,10000,21.45,9175,825,4,D5
126565996,09,2018-01-05,2018-01-03,2,10000,21.45,9300,700,3,D5
126565996,10,2018-01-05,2018-01-05,0,10000,21.45,9325,675,1,D5
126565996,11,2018-01-05,2018-01-05,0,10000,21.45,9350,650,1,D5
126565996,01,2018-01-04,2018-01-04,0,10000,21.45,6975,3025,13,D5
126565996,03,2018-01-04,2018-01-04,0,10000,21.45,4975,5025,1,D5
126565996,12,2018-01-04,2018-01-04,0,10000,21.45,4675,5325,2,D5
126566011,04,2018-01-05,2018-01-05,0,9600,15.05,5225,4375,1,C4
126566011,05,2018-01-05,2018-01-03,2,9600,15.05,6000,3600,19,C4
126566011,06,2018-01-05,2018-01-03,2,9600,15.05,6025,3575,4,C4
126566011,07,2018-01-05,2018-01-05,0,9600,15.05,6075,3525,1,C4
126566011,09,2018-01-05,2018-01-03,2,9600,15.05,6050,3550,5,C4
126566011,11,2018-01-05,2018-01-05,0,9600,15.05,6100,3500,1,C4
126566011,01,2018-01-04,2018-01-04,0,9600,15.05,3800,5800,6,C4
126566011,03,2018-01-04,2018-01-04,0,9600,15.05,2650,6950,1,C4
126566011,12,2018-01-04,2018-01-04,0,9600,15.05,2575,7025,2,C4
126566011,08,2018-01-03,2018-01-03,0,9600,15.05,2275,7325,1,C4
126566140,01,2018-01-04,2018-01-04,0,6600,20,4950,1650,9,D4
126566140,02,2018-01-04,2018-01-04,0,6600,20,2900,3700,1,D4
126566140,03,2018-01-04,2018-01-04,0,6600,20,2925,3675,1,D4
126566140,12,2018-01-04,2018-01-04,0,6600,20,2725,3875,3,D4
126566140,09,2018-01-03,2018-01-03,0,6600,20,2100,4500,4,D4
126566269,09,2018-01-03,2018-01-03,0,5000,15.05,3450,1550,10,C4
126566599,01,2018-01-09,2018-01-08,1,15000,5.32,10750,4250,52,A1
126566599,02,2018-01-08,2018-01-08,0,15000,5.32,6800,8200,6,A1
126566599,03,2018-01-08,2018-01-08,0,15000,5.32,6850,8150,2,A1
126567143,01,2018-01-09,2018-01-06,3,25000,10.42,10775,14225,18,B3
126567143,02,2018-01-08,2018-01-08,0,25000,10.42,10425,14575,2,B3
126567143,03,2018-01-08,2018-01-08,0,25000,10.42,10475,14525,2,B3
126567143,08,2018-01-08,2018-01-06,2,25000,10.42,4175,20825,3,B3
126567143,09,2018-01-08,2018-01-05,3,25000,10.42,9325,15675,55,B3
126567143,10,2018-01-08,2018-01-08,0,25000,10.42,9475,15525,2,B3
126567143,11,2018-01-08,2018-01-05,3,25000,10.42,9525,15475,6,B3
126567143,04,2018-01-07,2018-01-06,1,25000,10.42,4000,21000,2,B3
126567143,05,2018-01-07,2018-01-05,2,25000,10.42,4050,20950,9,B3
126567269,01,2018-01-04,2018-01-04,0,4000,9.44,1950,2050,19,B1
126567303,01,2018-01-03,2018-01-03,0,6000,13.59,5600,400,20,C2
126567480,05,2018-01-03,2018-01-03,0,2500,20,1650,850,11,D4
126567509,01,2018-01-04,2018-01-04,0,20000,12.62,16000,4000,9,C1
126567509,03,2018-01-04,2018-01-04,0,20000,12.62,14600,5400,1,C1
126567509,05,2018-01-04,2018-01-03,1,20000,12.62,14500,5500,18,C1
126567509,12,2018-01-04,2018-01-04,0,20000,12.62,14325,5675,1,C1
126567509,06,2018-01-03,2018-01-03,0,20000,12.62,8800,11200,2,C1
126567509,07,2018-01-03,2018-01-03,0,20000,12.62,14000,6000,6,C1
126567509,08,2018-01-03,2018-01-03,0,20000,12.62,14100,5900,4,C1
126567509,09,2018-01-03,2018-01-03,0,20000,12.62,14125,5875,1,C1
126567512,04,2018-01-05,2018-01-05,0,30000,18.06,23375,6625,3,D2
126567512,05,2018-01-05,2018-01-05,0,30000,18.06,23425,6575,1,D2
126567548,01,2018-01-04,2018-01-04,0,6000,21.45,3375,2625,6,D5
126567548,03,2018-01-04,2018-01-04,0,6000,21.45,3400,2600,1,D5
126567548,12,2018-01-04,2018-01-04,0,6000,21.45,3175,2825,2,D5
126567548,05,2018-01-03,2018-01-03,0,6000,21.45,2425,3575,26,D5
126567548,06,2018-01-03,2018-01-03,0,6000,21.45,2700,3300,3,D5
126567548,08,2018-01-03,2018-01-03,0,6000,21.45,2850,3150,5,D5
126567548,09,2018-01-03,2018-01-03,0,6000,21.45,2925,3075,2,D5
126567588,05,2018-01-03,2018-01-03,0,2800,20,2500,300,26,D4
126567588,06,2018-01-03,2018-01-03,0,2800,20,2750,50,7,D4
126568076,04,2018-01-05,2018-01-05,0,18000,6.72,7600,10400,1,A3
126568076,05,2018-01-05,2018-01-05,0,18000,6.72,7925,10075,5,A3
126568076,06,2018-01-05,2018-01-05,0,18000,6.72,7950,10050,1,A3
126568076,09,2018-01-05,2018-01-03,2,18000,6.72,8050,9950,6,A3
126568076,11,2018-01-05,2018-01-05,0,18000,6.72,8075,9925,1,A3
126568076,01,2018-01-04,2018-01-04,0,18000,6.72,4775,13225,9,A3
126568076,03,2018-01-04,2018-01-04,0,18000,6.72,3675,14325,3,A3
126568076,12,2018-01-04,2018-01-04,0,18000,6.72,3250,14750,2,A3
126568079,05,2018-01-05,2018-01-05,0,20000,15.05,2550,17450,4,C4
126568079,06,2018-01-05,2018-01-05,0,20000,15.05,2600,17400,1,C4
126568079,11,2018-01-05,2018-01-05,0,20000,15.05,2625,17375,1,C4
126568123,04,2018-01-05,2018-01-03,2,11000,9.44,10450,550,9,B1
126568123,05,2018-01-05,2018-01-03,2,11000,9.44,10575,425,8,B1
126568123,06,2018-01-05,2018-01-03,2,11000,9.44,10750,250,7,B1
126568123,07,2018-01-05,2018-01-05,0,11000,9.44,10975,25,6,B1
126568123,01,2018-01-04,2018-01-03,1,11000,9.44,6375,4625,16,B1
126568123,02,2018-01-04,2018-01-04,0,11000,9.44,4975,6025,1,B1
126568123,03,2018-01-04,2018-01-03,1,11000,9.44,5000,6000,4,B1
126568123,12,2018-01-04,2018-01-04,0,11000,9.44,4900,6100,3,B1
126568123,08,2018-01-03,2018-01-03,0,11000,9.44,4525,6475,3,B1
126568123,09,2018-01-03,2018-01-03,0,11000,9.44,4625,6375,2,B1
126568154,04,2018-01-06,2018-01-06,0,35000,11.99,18350,16650,1,B5
126568154,05,2018-01-05,2018-01-05,0,35000,11.99,3900,31100,4,B5
126568154,09,2018-01-05,2018-01-03,2,35000,11.99,9150,25850,5,B5
126568154,11,2018-01-05,2018-01-05,0,35000,11.99,3975,31025,1,B5
126568154,01,2018-01-04,2018-01-04,0,35000,11.99,2300,32700,3,B5
126568154,02,2018-01-04,2018-01-04,0,35000,11.99,1700,33300,1,B5
126568154,03,2018-01-04,2018-01-04,0,35000,11.99,1675,33325,1,B5
126568154,12,2018-01-04,2018-01-04,0,35000,11.99,1650,33350,1,B5
126568166,01,2018-01-04,2018-01-04,0,4800,15.05,3550,1250,13,C4
126568166,02,2018-01-04,2018-01-04,0,4800,15.05,3650,1150,4,C4
126568166,03,2018-01-04,2018-01-04,0,4800,15.05,3725,1075,3,C4
126568166,12,2018-01-04,2018-01-04,0,4800,15.05,3125,1675,3,C4
126568166,09,2018-01-03,2018-01-03,0,4800,15.05,1750,3050,14,C4
126568203,05,2018-01-05,2018-01-05,0,3200,16.02,2375,825,3,C5
126568203,06,2018-01-05,2018-01-05,0,3200,16.02,2475,725,3,C5
126568203,07,2018-01-05,2018-01-05,0,3200,16.02,2600,600,2,C5
126568203,11,2018-01-05,2018-01-05,0,3200,16.02,2625,575,1,C5
126568282,01,2018-01-09,2018-01-06,3,22000,15.05,7450,14550,17,C4
126568282,02,2018-01-09,2018-01-06,3,22000,15.05,7475,14525,10,C4
126568282,03,2018-01-08,2018-01-07,1,22000,15.05,6675,15325,8,C4
126568282,06,2018-01-08,2018-01-05,3,22000,15.05,3550,18450,2,C4
126568282,07,2018-01-08,2018-01-05,3,22000,15.05,3600,18400,5,C4
126568282,08,2018-01-08,2018-01-06,2,22000,15.05,3725,18275,5,C4
126568282,09,2018-01-08,2018-01-05,3,22000,15.05,5500,16500,29,C4
126568282,10,2018-01-08,2018-01-07,1,22000,15.05,5650,16350,6,C4
126568282,11,2018-01-08,2018-01-05,3,22000,15.05,5725,16275,8,C4
126568282,12,2018-01-08,2018-01-08,0,22000,15.05,5775,16225,3,C4
126568282,05,2018-01-07,2018-01-05,2,22000,15.05,3275,18725,24,C4
126568282,04,2018-01-06,2018-01-06,0,22000,15.05,1900,20100,1,C4
126568421,01,2018-01-04,2018-01-04,0,7000,5.32,3650,3350,23,A1
126568496,01,2018-01-03,2018-01-03,0,4800,16.02,4650,150,18,C5
126568569,01,2018-01-03,2018-01-03,0,3500,7.35,3475,25,14,A4
126568710,01,2018-01-04,2018-01-04,0,5800,20,4625,1175,3,D4
126568710,03,2018-01-04,2018-01-04,0,5800,20,4675,1125,2,D4
126568710,12,2018-01-04,2018-01-04,0,5800,20,4550,1250,1,D4
126568710,05,2018-01-03,2018-01-03,0,5800,20,4100,1700,23,D4
126568710,06,2018-01-03,2018-01-03,0,5800,20,4125,1675,1,D4
126568710,07,2018-01-03,2018-01-03,0,5800,20,4300,1500,2,D4
126568710,08,2018-01-03,2018-01-03,0,5800,20,4400,1400,4,D4
126568710,09,2018-01-03,2018-01-03,0,5800,20,4425,1375,1,D4
126568728,05,2018-01-03,2018-01-03,0,3500,16.02,3475,25,18,C5
126568901,01,2018-01-04,2018-01-04,0,7000,9.44,4400,2600,6,B1
126568901,03,2018-01-04,2018-01-04,0,7000,9.44,3200,3800,1,B1
126568901,12,2018-01-04,2018-01-04,0,7000,9.44,3125,3875,2,B1
126568901,05,2018-01-03,2018-01-03,0,7000,9.44,3800,3200,18,B1
126568901,06,2018-01-03,2018-01-03,0,7000,9.44,2700,4300,1,B1
126568901,08,2018-01-03,2018-01-03,0,7000,9.44,2800,4200,2,B1
126568901,09,2018-01-03,2018-01-03,0,7000,9.44,2825,4175,1,B1
126569274,05,2018-01-05,2018-01-03,2,22500,9.93,5425,17075,11,B2
